imagePath,title,caption,labels
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\10673.jpg,Doodle Girl Ballet School Black Tops,a black tops for women casual(fall 2011).,ArticleType=Tops; Colour=Black; Gender=Women; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\50829.jpg,New Hide Men Black Belt,a black belts for men formal(summer 2013).,ArticleType=Belts; Colour=Black; Gender=Men; Season=Summer; Usage=Formal; Year=2013
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\11420.jpg,United Colors of Benetton Men Light Winter Blue Tshirts,a blue tshirts for men casual(fall 2011).,ArticleType=Tshirts; Colour=Blue; Gender=Men; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\56072.jpg,Colorbar Wild Berry Lip Liner /Crayon 011,a brown lip liner for women casual(spring 2017).,ArticleType=Lip Liner; Colour=Brown; Gender=Women; Season=Spring; Usage=Casual; Year=2017
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\25286.jpg,Lino Perros Women Leatherette Pink Sling Bag,a pink handbags for women casual(summer 2012).,ArticleType=Handbags; Colour=Pink; Gender=Women; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\27400.jpg,Jockey Essence Nude-Coloured Full-Coverage Cross Over Bra 1242,a nude bra for women casual(summer 2018).,ArticleType=Bra; Colour=Nude; Gender=Women; Season=Summer; Usage=Casual; Year=2018
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\12831.jpg,Ant Kids Pink Tops,a pink tops for women casual(fall 2011).,ArticleType=Tops; Colour=Pink; Gender=Women; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\28032.jpg,Jockey ELANCE Men Bikini White Brief 1005,a white briefs for men casual(summer 2016).,ArticleType=Briefs; Colour=White; Gender=Men; Season=Summer; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\43873.jpg,Puma Men Black Mid Ducati Shoes,a black casual shoes for men casual(summer 2010).,ArticleType=Casual Shoes; Colour=Black; Gender=Men; Season=Summer; Usage=Casual; Year=2010
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\29677.jpg,Indigo Nation Men Olive Trousers,a olive trousers for men casual(summer 2012).,ArticleType=Trousers; Colour=Olive; Gender=Men; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\28401.jpg,Idee Women Black Sunglasses,a black sunglasses for women casual(winter 2016).,ArticleType=Sunglasses; Colour=Black; Gender=Women; Season=Winter; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\5497.jpg,Mr.Men Men's Cool Guy Lilac T-shirt,a pink tshirts for men casual(summer 2011).,ArticleType=Tshirts; Colour=Pink; Gender=Men; Season=Summer; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\40615.jpg,Span Women Teal Kurta,a green kurtas for women ethnic(summer 2012).,ArticleType=Kurtas; Colour=Green; Gender=Women; Season=Summer; Usage=Ethnic; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\11833.jpg,Playboy Men Casual Green Casual Shoes,a green casual shoes for men casual(summer 2013).,ArticleType=Casual Shoes; Colour=Green; Gender=Men; Season=Summer; Usage=Casual; Year=2013
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\20627.jpg,Baggit Women Voodoo Viva Brown Wallet,a brown wallets for women casual(winter 2015).,ArticleType=Wallets; Colour=Brown; Gender=Women; Season=Winter; Usage=Casual; Year=2015
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\45655.jpg,Park Avenue White Brief,a white briefs for men casual(summer 2016).,ArticleType=Briefs; Colour=White; Gender=Men; Season=Summer; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\4560.jpg,Nike Men's Dunk Low White Shoe,a white sports shoes for men sports(summer 2011).,ArticleType=Sports Shoes; Colour=White; Gender=Men; Season=Summer; Usage=Sports; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\30329.jpg,Myntra Men Black Printed T-shirt,a black tshirts for men casual(fall 2012).,ArticleType=Tshirts; Colour=Black; Gender=Men; Season=Fall; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\44928.jpg,Jack & Jones Men Red Check Shirt,a red shirts for men casual(summer 2012).,ArticleType=Shirts; Colour=Red; Gender=Men; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\57778.jpg,Lotus Herbals Hypnotica Green Eye Contour Definer,a green kajal and eyeliner for women(spring 2017).,ArticleType=Kajal and Eyeliner; Colour=Green; Gender=Women; Season=Spring; Year=2017
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\49510.jpg,Vans Men Black Shoes,a black casual shoes for men casual(summer 2012).,ArticleType=Casual Shoes; Colour=Black; Gender=Men; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\45636.jpg,Park Avenue Men Navy Blue Brief,a navy blue briefs for men casual(summer 2016).,ArticleType=Briefs; Colour=Navy Blue; Gender=Men; Season=Summer; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\30350.jpg,Myntra Men Burpe Pink T-shirt,a pink tshirts for men casual(summer 2012).,ArticleType=Tshirts; Colour=Pink; Gender=Men; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\58263.jpg,Baggit Women Black Clutch,a black clutches for women casual(summer 2012).,ArticleType=Clutches; Colour=Black; Gender=Women; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\22873.jpg,Woodland Men Khaki Casual Shoes,a khaki casual shoes for men casual(summer 2012).,ArticleType=Casual Shoes; Colour=Khaki; Gender=Men; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\26240.jpg,Proline Grey Shorts,a grey shorts for men sports(summer 2012).,ArticleType=Shorts; Colour=Grey; Gender=Men; Season=Summer; Usage=Sports; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\35649.jpg,U.S. Polo Assn. Men Black Sandals,a black sandals for men casual(summer 2012).,ArticleType=Sandals; Colour=Black; Gender=Men; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\10763.jpg,Nike Men Trainng Blue T-shirt,a blue tshirts for men sports(summer 2012).,ArticleType=Tshirts; Colour=Blue; Gender=Men; Season=Summer; Usage=Sports; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\22458.jpg,Myntra Women Pink Leggings,a pink leggings for women casual(fall 2011).,ArticleType=Leggings; Colour=Pink; Gender=Women; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\57059.jpg,Elle Women Red Dress,a red dresses for women casual(summer 2012).,ArticleType=Dresses; Colour=Red; Gender=Women; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\12488.jpg,Clarks Men Black Leather Sandals,a black sandals for men casual(summer 2016).,ArticleType=Sandals; Colour=Black; Gender=Men; Season=Summer; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\32737.jpg,FILA Men Smash III White Sports Shoes,a white sports shoes for men sports(summer 2012).,ArticleType=Sports Shoes; Colour=White; Gender=Men; Season=Summer; Usage=Sports; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\49496.jpg,Vans Men Grey Shoes,a grey casual shoes for men casual(summer 2012).,ArticleType=Casual Shoes; Colour=Grey; Gender=Men; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\12937.jpg,Basics Men White Slim Fit Striped Shirt,a white shirts for men casual(fall 2011).,ArticleType=Shirts; Colour=White; Gender=Men; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\29491.jpg,Giordano Women White Dial Watch,a white watches for women casual(winter 2016).,ArticleType=Watches; Colour=White; Gender=Women; Season=Winter; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\25590.jpg,Vishudh Women Beige & Green Printed Churidar Kurta with Dupatta,a beige kurta sets for women ethnic(fall 2011).,ArticleType=Kurta Sets; Colour=Beige; Gender=Women; Season=Fall; Usage=Ethnic; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\25110.jpg,Lino Perros Women Olive Belts,a olive belts for women casual(winter 2015).,ArticleType=Belts; Colour=Olive; Gender=Women; Season=Winter; Usage=Casual; Year=2015
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\52326.jpg,ToniQ Women White Bangle,a white bangle for women casual(winter 2016).,ArticleType=Bangle; Colour=White; Gender=Women; Season=Winter; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\20235.jpg,Wrangler Women Baroque Black T-shirt,a black tshirts for women casual(fall 2011).,ArticleType=Tshirts; Colour=Black; Gender=Women; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\12598.jpg,Tantra Unisex Printed Orange Tshirts,a orange tshirts for unisex casual(fall 2011).,ArticleType=Tshirts; Colour=Orange; Gender=Unisex; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\51889.jpg,Nyk Women Purple Wallet,a purple wallets for women casual(summer 2016).,ArticleType=Wallets; Colour=Purple; Gender=Women; Season=Summer; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\41247.jpg,Arrow Men Brown Belt,a brown belts for men formal(summer 2012).,ArticleType=Belts; Colour=Brown; Gender=Men; Season=Summer; Usage=Formal; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\51981.jpg,Inaya Women Black Lounge Top,a black lounge tshirts for women casual(summer 2016).,ArticleType=Lounge Tshirts; Colour=Black; Gender=Women; Season=Summer; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\16972.jpg,Puma Men Cooper Black Sandal,a black sandals for men casual(fall 2011).,ArticleType=Sandals; Colour=Black; Gender=Men; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\51983.jpg,Inaya Women Grape Babydoll Nightdress,a purple nightdress for women casual(summer 2017).,ArticleType=Nightdress; Colour=Purple; Gender=Women; Season=Summer; Usage=Casual; Year=2017
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\49678.jpg,United Colors of Benetton Women Sunglass,a white sunglasses for women casual(winter 2016).,ArticleType=Sunglasses; Colour=White; Gender=Women; Season=Winter; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\25791.jpg,Arrow Men Purple Suspenders,a purple suspenders for men formal(summer 2012).,ArticleType=Suspenders; Colour=Purple; Gender=Men; Season=Summer; Usage=Formal; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\4293.jpg,Tantra Men's Blessed Cream T-shirt,a black tshirts for men casual(summer 2011).,ArticleType=Tshirts; Colour=Black; Gender=Men; Season=Summer; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\36670.jpg,Paridhan Women Green Handbag,a green handbags for women casual(summer 2012).,ArticleType=Handbags; Colour=Green; Gender=Women; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\16201.jpg,Puma Men Polo Black TShirt,a black tshirts for men casual(fall 2011).,ArticleType=Tshirts; Colour=Black; Gender=Men; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\9995.jpg,Gini And Jony Girls Su Scotia Sko Pink Skirts,a pink skirts for women casual(summer 2011).,ArticleType=Skirts; Colour=Pink; Gender=Women; Season=Summer; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\11758.jpg,Lee Women Solid White Tops,a white tops for women casual(summer 2011).,ArticleType=Tops; Colour=White; Gender=Women; Season=Summer; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\55471.jpg,Revlon Cha Cha Cherry Super Lustrous Lipstick 626,a red lipstick for women casual(spring 2017).,ArticleType=Lipstick; Colour=Red; Gender=Women; Season=Spring; Usage=Casual; Year=2017
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\1887.jpg,FIFA Mens Essentials Green T-shirt,a green tshirts for men casual(winter 2010).,ArticleType=Tshirts; Colour=Green; Gender=Men; Season=Winter; Usage=Casual; Year=2010
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\37304.jpg,Casio Youth Series Men Analog-Digital Watch AW-80V-5BVDFAD125,a brown watches for men casual(summer 2017).,ArticleType=Watches; Colour=Brown; Gender=Men; Season=Summer; Usage=Casual; Year=2017
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\37986.jpg,Classic Polo Men Striped Blue T-Shirt,a blue tshirts for men casual(summer 2012).,ArticleType=Tshirts; Colour=Blue; Gender=Men; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\58008.jpg,Latin Quarters Women Green Top,a green tops for women casual(fall 2012).,ArticleType=Tops; Colour=Green; Gender=Women; Season=Fall; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\4122.jpg,Puma Unisex Lo Punk Black Yellow Shoe,a black casual shoes for unisex casual(summer 2011).,ArticleType=Casual Shoes; Colour=Black; Gender=Unisex; Season=Summer; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\7507.jpg,Nike Women As Be Strong Grey Capri,a grey capris for women sports(fall 2011).,ArticleType=Capris; Colour=Grey; Gender=Women; Season=Fall; Usage=Sports; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\30779.jpg,Fabindia Men Rust Khadi Kurta,a rust kurtas for men ethnic(summer 2012).,ArticleType=Kurtas; Colour=Rust; Gender=Men; Season=Summer; Usage=Ethnic; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\37704.jpg,Wills Women Brown Braided Belt,a brown belts for women casual(summer 2012).,ArticleType=Belts; Colour=Brown; Gender=Women; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\27272.jpg,Mother Earth Women Printed Green Kurti,a green kurtis for women ethnic(fall 2011).,ArticleType=Kurtis; Colour=Green; Gender=Women; Season=Fall; Usage=Ethnic; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\33485.jpg,Baggit Women Charmy Judo Grey Belt,a grey belts for women casual(summer 2012).,ArticleType=Belts; Colour=Grey; Gender=Women; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\59750.jpg,Avirate Cream Brief,a cream briefs for women casual(summer 2014).,ArticleType=Briefs; Colour=Cream; Gender=Women; Season=Summer; Usage=Casual; Year=2014
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\23327.jpg,W Women Brown Kurta,a brown kurtas for women ethnic(fall 2011).,ArticleType=Kurtas; Colour=Brown; Gender=Women; Season=Fall; Usage=Ethnic; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\38608.jpg,Nike Men Grey T-shirt,a grey tshirts for men casual(summer 2012).,ArticleType=Tshirts; Colour=Grey; Gender=Men; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\39888.jpg,ADIDAS Women White Core 50 Sports Shoes,a white sports shoes for women sports(summer 2012).,ArticleType=Sports Shoes; Colour=White; Gender=Women; Season=Summer; Usage=Sports; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\45535.jpg,Fila Men White T-Shirt,a white tshirts for men sports(summer 2012).,ArticleType=Tshirts; Colour=White; Gender=Men; Season=Summer; Usage=Sports; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\18008.jpg,U.S. Polo Assn. Unisex Laptop Black Backpack,a black backpacks for unisex casual(fall 2011).,ArticleType=Backpacks; Colour=Black; Gender=Unisex; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\47597.jpg,Portia Women Beige Wedges,a beige heels for women casual(winter 2014).,ArticleType=Heels; Colour=Beige; Gender=Women; Season=Winter; Usage=Casual; Year=2014
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\50984.jpg,Enamor Women Cameo Rose Coloured Briefs,a pink briefs for women casual(summer 2017).,ArticleType=Briefs; Colour=Pink; Gender=Women; Season=Summer; Usage=Casual; Year=2017
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\54167.jpg,Femella Red Necklace,a red necklace and chains for women casual(fall 2012).,ArticleType=Necklace and Chains; Colour=Red; Gender=Women; Season=Fall; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\11606.jpg,W Women Solid Grey Kurtas,a grey kurtas for women ethnic(summer 2011).,ArticleType=Kurtas; Colour=Grey; Gender=Women; Season=Summer; Usage=Ethnic; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\50326.jpg,Aurelia Women White Printed Kurta,a white kurtas for women ethnic(summer 2012).,ArticleType=Kurtas; Colour=White; Gender=Women; Season=Summer; Usage=Ethnic; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\46682.jpg,Rasasi Men Emotion Perfume,a silver perfume and body mist for men casual(spring 2017).,ArticleType=Perfume and Body Mist; Colour=Silver; Gender=Men; Season=Spring; Usage=Casual; Year=2017
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\7331.jpg,Red Tape Men's Formal Light Brown Shoe,a brown formal shoes for men formal(winter 2018).,ArticleType=Formal Shoes; Colour=Brown; Gender=Men; Season=Winter; Usage=Formal; Year=2018
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\42963.jpg,French Connection Men Black Belt,a black belts for men formal(summer 2012).,ArticleType=Belts; Colour=Black; Gender=Men; Season=Summer; Usage=Formal; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\38552.jpg,Puma Unisex  White & Green  Flip Flops,a white flip flops for unisex casual(summer 2012).,ArticleType=Flip Flops; Colour=White; Gender=Unisex; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\37700.jpg,American Tourister Unisex Blue Backpack,a blue backpacks for unisex casual(summer 2012).,ArticleType=Backpacks; Colour=Blue; Gender=Unisex; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\6536.jpg,Nike Men's Trophy Woven Black Short,a black shorts for men sports(summer 2011).,ArticleType=Shorts; Colour=Black; Gender=Men; Season=Summer; Usage=Sports; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\36538.jpg,United Colors of Benetton Women Blue Wallet,a blue wallets for women casual(summer 2012).,ArticleType=Wallets; Colour=Blue; Gender=Women; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\10156.jpg,Rockport Men Sc Slip On Brown Casual Shoes,a brown casual shoes for men casual(fall 2011).,ArticleType=Casual Shoes; Colour=Brown; Gender=Men; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\56210.jpg,Estelle Women Gold Pendant,a gold pendant for women casual(winter 2015).,ArticleType=Pendant; Colour=Gold; Gender=Women; Season=Winter; Usage=Casual; Year=2015
