imagePath,title,caption
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\38429.jpg,Baggit Women Brown Wallet,"Brown, Wallets, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\42141.jpg,Nike Men Grey Zoom Vomero Sports Shoes,"Grey, Sports Shoes, for Men, Sports, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\7723.jpg,Puma Unisex Popart Flip Black Dandelion Flip Flop,"Black, Flip Flops, for Unisex, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\15907.jpg,Black Coffee Men Check White Shirt,"White, Shirts, for Men, Formal, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\6202.jpg,UCB Women's Photo Prints White T-shirt,"Beige, Tshirts, for Women, Casual, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\25727.jpg,Wrangler Men Canvas Navy Blue Belt,"Navy Blue, Belts, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\36221.jpg,Nike Men T90 Exacto IV FG Grey Sports Shoes,"Grey, Sports Shoes, for Men, Sports, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\53015.jpg,FNF Maroon Sari,"Maroon, Sarees, for Women, Ethnic, Fall, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\27422.jpg,Jockey Women Red Relaxed Lounge Pants,"Red, Lounge Pants, for Women, Casual, Winter, 2015"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\47189.jpg,Franco Leone Men Black Formal Shoes,"Black, Formal Shoes, for Men, Formal, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\27955.jpg,Jockey Sport Performance  Men Green Brief SP02,"Green, Briefs, for Men, Casual, Summer, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\55889.jpg,Colorbar Exclusive Nail Lacquer 18,"Green, Nail Polish, for Women, Casual, Spring, 2017"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\16814.jpg,Locomotive Men Check Blue Shirt,"Blue, Shirts, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\18547.jpg,Catwalk Women  Blue Casual Shoes,"Blue, Flats, for Women, Casual, Winter, 2015"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\53095.jpg,Fabindia Maroon & Green Earrings,"Maroon, Earrings, for Women, Ethnic, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\33151.jpg,Gini and Jony Girls Printed Pink Top,"Pink, Tops, for Girls, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\24453.jpg,Nike Men Free Run Blue Sports Shoes,"Blue, Sports Shoes, for Men, Sports, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\57745.jpg,Lotus Herbals Naturalblend Swift Make-up Stick Creamy Peach Foundation 730,"Peach, Foundation and Primer, for Women, Spring, 2017"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\16828.jpg,Little Miss Women Printed Green T-shirt,"Green, Tshirts, for Women, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\54942.jpg,Do u speak green Men Green T-shirt,"Green, Tshirts, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\16101.jpg,M tv Women My Fab Eyewear Brown Sunglasses,"Brown, Sunglasses, for Women, Casual, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\49928.jpg,Fabindia Beige Hand Printed Sari,"Beige, Sarees, for Women, Ethnic, Fall, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\46433.jpg,Timex Men Silver Dial Watch,"Steel, Watches, for Men, Casual, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\39951.jpg,Gas Men Blue Freak Flip Flops,"Blue, Flip Flops, for Men, Casual, Fall, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\51006.jpg,Enamor Brown Bra,"Brown, Bra, for Women, Casual, Summer, 2017"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\18428.jpg,Vital Gear Unisex Black Laptop Bag,"Black, Laptop Bag, for Unisex, Casual, Summer, 2015"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\20157.jpg,Wrangler Men Festa Bright Green Shirt,"Green, Shirts, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\1880.jpg,FIFA Mens World Cup Champions Black T-shirt,"Black, Tshirts, for Men, Casual, Winter, 2010"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\43557.jpg,Puma Women White Pack of 2 Socks,"White, Socks, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\57172.jpg,Elle Women Black Top,"Black, Tops, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\23132.jpg,Chhota Bheem Kids Girls Sea Princess Light Orange T-shirt,"Orange, Tshirts, for Girls, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\15097.jpg,Mother Earth Women Printed Pink Kurtas,"Pink, Kurtas, for Women, Ethnic, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\19911.jpg,Wildcraft Unisex Grey Printed Messenger Bag,"Grey, Messenger Bag, for Unisex, Casual, Winter, 2015"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\40538.jpg,Titan Women White Dial Watch,"White, Watches, for Women, Casual, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\43825.jpg,Royal Diadem Purple Earrings,"Purple, Earrings, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\45623.jpg,Red Tape Men Brown Shoes,"Brown, Casual Shoes, for Men, Casual, Winter, 2018"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\49752.jpg,Parx Men Lavender Tie,"Lavender, Ties, for Men, Formal, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\27966.jpg,Jockey Men White Muscle Innerwear Vest,"White, Innerwear Vests, for Men, Casual, Summer, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\26056.jpg,John Miller Men Check Black Shirt,"Black, Shirts, for Men, Formal, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\8446.jpg,Jealous 21 Women Jealous Pam Grey Top Grey Tops,"Grey, Tops, for Women, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\11560.jpg,W Women Printed Cream Kurtas,"Cream, Kurtas, for Women, Ethnic, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\16782.jpg,ADIDAS Originals Unisex Black Dial Chronograph Watch ADH2562,"Black, Watches, for Unisex, Casual, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\55044.jpg,Lakme Absolute Matte Berrylicious Lipstick 27,"Purple, Lipstick, for Women, Spring, 2017"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\28695.jpg,W Women Printed Beige Kurta,"Beige, Kurtas, for Women, Ethnic, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\5641.jpg,ADIDAS Men Arcane Brown Shoe,"Brown, Sports Shoes, for Men, Sports, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\21556.jpg,Kiara Women Classic Pink Handbag,"Pink, Handbags, for Women, Casual, Winter, 2015"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\48480.jpg,French Connection Women Black Dress,"Black, Dresses, for Women, Party, Winter, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\1859.jpg,Inkfruit Men Eye Opener T-shirt,"Red, Tshirts, for Men, Casual, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\54614.jpg,Jockey ELANCE Men Grey Briefs 1010,"Grey, Briefs, for Men, Casual, Summer, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\48556.jpg,Levitate Men Brown Belt,"Brown, Belts, for Men, Casual, Spring, 2013"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\14318.jpg,ADIDAS Men Stripes Grey Sweaters,"Grey, Sweaters, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\53600.jpg,Q&Q Men Black Digital Watch,"Black, Watches, for Men, Casual, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\25906.jpg,Femella Women Wine Skinny Leggings,"Purple, Leggings, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\57730.jpg,Lotus Herbals Fresh Mint Lip Balm,"Green, Lip Care, for Women, Casual, Spring, 2017"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\12713.jpg,Nike Women Air Dictate Black Sports Shoes,"Black, Sports Shoes, for Women, Sports, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\35783.jpg,Enroute Women Turquoise Blue Flats,"Turquoise Blue, Heels, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\54536.jpg,F Sports Men Grey Deen Sports Shoes,"Grey, Sports Shoes, for Men, Sports, Fall, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\11429.jpg,United Colors of Benetton Women Black Light Winter Top,"Black, Tops, for Women, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\17086.jpg,Lino Perros Women Blue Zip Orange Wallet,"Orange, Wallets, for Women, Casual, Winter, 2015"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\8551.jpg,Basics Men Brown T-shirt,"Brown, Tshirts, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\33033.jpg,Mother Earth Women Printed White Kurta,"White, Kurtas, for Women, Ethnic, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\3560.jpg,Skechers Men Off White Lifestyle Casual Shoe,"White, Casual Shoes, for Men, Casual, Winter, 2015"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\46384.jpg,ADIDAS Men Black Printed T-shirt,"Black, Tshirts, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\42247.jpg,Sepia Women Green Top,"Green, Tops, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\25599.jpg,Vishudh Women Grey & Black Churidar Kurta with Dupatta,"Grey, Kurta Sets, for Women, Ethnic, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\15958.jpg,Turtle Men Solid Purple Ties,"Purple, Ties, for Men, Formal, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\11554.jpg,W Women Printed Pink Kurtis,"Pink, Kurtis, for Women, Ethnic, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\46900.jpg,Umbro Men Set of 2 Deos,"Black, Deodorant, for Men, Casual, Summer, 2017"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\31233.jpg,Puma Men Navy Blue and White Striped Polo neck T-shirt,"White, Tshirts, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\7067.jpg,Nike Unisex All Access SO Grey Backpack,"Grey, Backpacks, for Unisex, Sports, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\58112.jpg,Rreverie Dark Brown & Turquoise Earrings,"Brown, Earrings, for Women, Casual, Fall, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\48195.jpg,United Colors of Benetton Men Black Sunglasses,"Black, Sunglasses, for Men, Casual, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\21155.jpg,s.Oliver Women Green Check Shirt,"Green, Shirts, for Women, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\49049.jpg,Lucera Women Silver Ring,"Silver, Ring, for Women, Casual, Fall, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\4743.jpg,Numero Uno Women Dna Red Shoe,"Red, Casual Shoes, for Women, Casual, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\36720.jpg,Palm Tree Boys Printed Black T-Shirt,"Black, Tshirts, for Boys, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\35571.jpg,Arrow Men Brown Casual Shoes,"Brown, Casual Shoes, for Men, Casual, Summer, 2013"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\14454.jpg,Enroute Women Casual Taupe Casual Heels,"Taupe, Heels, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\58032.jpg,Rreverie Gold Plated Earrings,"Gold, Earrings, for Women, Casual, Fall, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\16228.jpg,Puma Men Logo Crew  Grey SweatShirt,"Grey, Sweatshirts, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\56549.jpg,Streetwear Stay On Longwear Garnet Lip Liner 04,"Brown, Lip Liner, for Women, Casual, Spring, 2017"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\51827.jpg,Bwitch Grey Bra,"Grey, Bra, for Women, Casual, Summer, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\26202.jpg,Nautica Pure Men Perfume,"Silver, Perfume and Body Mist, for Men, Casual, Spring, 2017"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\55582.jpg,Revlon Everything Rosy Powder Blush 15,"Peach, Highlighter and Blush, for Women, Casual, Spring, 2017"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\33776.jpg,Puma Unisex Invisible Pack of 3 Socks,"Grey, Socks, for Unisex, Casual, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\3545.jpg,Skechers Men's Grey Lifestyle Shoe,"Grey, Casual Shoes, for Men, Casual, Winter, 2015"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\24948.jpg,United Colors of Benetton Women Black T-shirt,"Black, Tshirts, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\8727.jpg,Indigo Nation Men Blue Check Shirt,"Blue, Shirts, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\28218.jpg,YARDLEY Women Red Roses Deo,"Red, Deodorant, for Women, Casual, Spring, 2017"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\24410.jpg,ADIDAS Men Series Light White Sports Shoes,"White, Sports Shoes, for Men, Sports, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\55882.jpg,Colorbar Exclusive Nail Lacquer 46,"Red, Nail Polish, for Women, Casual, Spring, 2017"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\47162.jpg,Peter England Men Brown Belt,"Brown, Belts, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\17507.jpg,Classic Polo Men Stripes Black Polo T-Shirt,"Black, Tshirts, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\12136.jpg,Aurelia Women Solid Black Kurtas,"Black, Kurtas, for Women, Ethnic, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\17800.jpg,Chhota Bheem Kids Girl I Love to Play Green Tshirt,"Green, Tshirts, for Women, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\42852.jpg,French Connection Women Multi Colour Shopper Bag,"Multi, Handbags, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\35713.jpg,Nike Men Jordan Fly Wade Red Sports Shoes,"Red, Sports Shoes, for Men, Sports, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\57037.jpg,Elle Women Blue Dress,"Blue, Dresses, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\13016.jpg,Inc 5 Women Casual Brown Wedges,"Brown, Heels, for Women, Casual, Winter, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\9791.jpg,Classic Polo Men Ikon Brown Polo Tshirts,"Brown, Tshirts, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\23197.jpg,Highlander Men Blue Check Shirt,"Blue, Shirts, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\5958.jpg,Highlander Men Brown Checked Shirts,"Brown, Shirts, for Men, Casual, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\50496.jpg,Chromozome Men White Innerwear Vest,"White, Innerwear Vests, for Men, Casual, Summer, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\42925.jpg,French Connection Women Black Wallet,"Black, Wallets, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\48071.jpg,French Connection Men Grey T-shirt,"Grey, Tshirts, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\23235.jpg,Aneri Women Printed Rust Kurta,"Rust, Kurtas, for Women, Ethnic, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\50740.jpg,Red Chief Men Black Formal Shoes,"Black, Formal Shoes, for Men, Formal, Winter, 2018"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\14593.jpg,United Colors of Benetton Men Solid Black Belts,"Black, Belts, for Men, Casual, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\13544.jpg,Carlton London Women Coffee Brown Desert Boots,"Coffee Brown, Flats, for Women, Casual, Winter, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\7271.jpg,Superman Men's Superman USA Fly Grey Heather T-shirt,"Grey, Tshirts, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\42005.jpg,Baggit Women Purple Goofy Jhuti Wallet,"Purple, Wallets, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\3142.jpg,Inkfruit Men's Music Till Death Black T-shirt,"Black, Tshirts, for Men, Casual, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\28141.jpg,Jockey 24 x 7 Men Black Sport Shorts 9426,"Black, Lounge Shorts, for Men, Casual, Summer, 2018"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\18597.jpg,Puma Men Volt Black Sports Shoes,"Black, Sports Shoes, for Men, Sports, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\55070.jpg,Lakme Absolute Kohl Ultimate Kajal,"Black, Kajal and Eyeliner, for Women, Casual, Spring, 2017"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\11371.jpg,United Colors Of Benetton Men Summer Black Shirts,"Black, Shirts, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\21526.jpg,Kiara Women Glossy Red Handbag,"Red, Handbags, for Women, Casual, Winter, 2015"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\37596.jpg,Madagascar3 Boys Navy Blue Printed T-Shirt,"Navy Blue, Tshirts, for Boys, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\35586.jpg,Gliders Men Brown Sandals,"Brown, Sandals, for Men, Casual, Summer, 2013"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\3218.jpg,Puma Men's Yacht Battleship Black Red Shoe,"Black, Casual Shoes, for Men, Casual, Fall, 2010"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\37893.jpg,Happy Socks Women Striped Tights,"Multi, Tights, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\7910.jpg,Proline Men Multicoloured Striped Polo T-shirt,"Multi, Tshirts, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\49545.jpg,Rocia Women Gold Handbag,"Gold, Handbags, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\18698.jpg,Hanes Men Grey Ultimate Duo Dry Cotton Stretch Bikini Briefs,"Grey, Briefs, for Men, Casual, Summer, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\57297.jpg,French Connection Men Purple Checks Shirt,"White, Shirts, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\31715.jpg,Fabindia Women Anusuya Silver Earrings,"Silver, Earrings, for Women, Ethnic, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\15080.jpg,Mother Earth Women Printed Orange Kurtis,"Orange, Kurtis, for Women, Ethnic, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\1963.jpg,ADIDAS Men's Azaro White Shoe,"White, Sports Shoes, for Men, Sports, Fall, 2010"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\43662.jpg,ONLY Women Purple Top,"Purple, Tops, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\11484.jpg,Puma Men Ocean Black Watch,"Black, Watches, for Men, Casual, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\38932.jpg,Gini and Jony Girls Pink Leggings,"Pink, Leggings, for Girls, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\25945.jpg,Femella Women Printed Blue Scarf,"Blue, Scarves, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\51715.jpg,Allen Solly Unisex Sunglasses AS236-C3,"Purple, Sunglasses, for Unisex, Casual, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\2880.jpg,Catwalk Women Leather Formal Grey Heels,"Grey, Heels, for Women, Formal, Summer, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\39207.jpg,Catwalk Women Black Sandals,"Black, Heels, for Women, Casual, Winter, 2015"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\50974.jpg,Enamor Golden Lift Bra,"Gold, Bra, for Women, Casual, Summer, 2017"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\36368.jpg,Reid & Taylor Men Blue Tie,"Blue, Ties, for Men, Formal, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\25484.jpg,Nike Women Solarsoft Thong Turquoise Blue Flip Flops,"Turquoise Blue, Flip Flops, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\51693.jpg,Van Heusen Unisex Brown Sunglasses,"Brown, Sunglasses, for Unisex, Casual, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\12165.jpg,Aurelia Women Voile Navy Blue Dupatta,"Navy Blue, Dupatta, for Women, Ethnic, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\59537.jpg,Lucera Silver Earrings,"Silver, Earrings, for Women, Casual, Summer, 2013"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\48030.jpg,Nautica Men White Dial Chronograph Watch,"White, Watches, for Men, Casual, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\56266.jpg,SDL by Sweet Dreams Men Grey & Black Pyjama Set,"Grey, Night suits, for Men, Casual, Summer, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\8079.jpg,ADIDAS Men Zeitfrei Slide Ff Black Sandals,"Black, Sandals, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\42146.jpg,Nike Women White Sweet Classic Leather Shoes,"White, Casual Shoes, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\57033.jpg,Forever New Women Black Shirt,"Black, Shirts, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\5107.jpg,Wrangler Women Holly Checks Shirt,"Yellow, Shirts, for Women, Casual, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\42553.jpg,Mother Earth Women Grey Kurta,"Grey, Kurtas, for Women, Ethnic, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\59767.jpg,Estelle Women Gold Earrings,"Gold, Earrings, for Women, Casual, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\15254.jpg,ADIDAS Originals Women Decade Low Sleek Red Casual Shoes,"Red, Casual Shoes, for Women, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\26494.jpg,Puma Men Tyrel Green T-shirt,"Green, Tshirts, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\46486.jpg,Timex Men Black Dial Chronograph Watch,"Black, Watches, for Men, Casual, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\16345.jpg,Peter England Men Stripes Pink Shirt,"Pink, Shirts, for Men, Formal, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\12998.jpg,Timberland Kids Boys Casual Black Casual Shoes,"Black, Casual Shoes, for Boys, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\47177.jpg,Ganuchi Men Black Sandals,"Black, Sandals, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\59221.jpg,Titan Women Gold Watch,"Gold, Watches, for Women, Casual, Winter, 2016"
